player_id,player_name,pos,foot,birth_date,born,weight,height,passport,team_id,team
3306,Sergio Ramos,DEF,right,19860330,724,82,184,724,1598,Spain
3309,R. Varane,DEF,right,19930425,250,81,191,474,4418,France
3310,Marcelo,DEF,left,19880512,76,80,174,724,6380,Brazil
134383,N. Süle,DEF,right,19950903,276,97,195,276,3148,Germany
3318,S. Khedira,MID,right,19870404,276,85,189,788,3148,Germany
3319,M. Özil,MID,left,19881015,276,76,180,276,3148,Germany
3322,Cristiano Ronaldo,FWD,right,19850205,620,83,187,620,9905,Portugal
3323,G. Higuaín,FWD,right,19871210,250,82,184,32,12274,Argentina
3345,Thiago Alcântara,MID,right,19910411,724,70,174,76,1598,Spain
3346,Sergio Busquets,MID,right,19880716,724,76,189,724,1598,Spain
3349,J. dos Santos,MID,right,19900426,484,68,172,724,15473,Mexico
3353,Iniesta,MID,right,19840511,724,68,171,724,1598,Spain
3359,L. Messi,FWD,left,19870624,32,72,170,724,12274,Argentina
101669,A. Dzyuba,FWD,right,19880822,643,91,196,643,14358,Russia
3384,A. Guardado,MID,left,19860928,484,67,169,724,15473,Mexico
101699,A. Samedov,MID,right,19840719,643,75,177,643,14358,Russia
3397,Arrizabalaga,GKP,right,19941003,724,84,189,724,1598,Spain
3433,D. Godín,DEF,right,19860216,858,79,187,724,15670,Uruguay
3434,Filipe Luis,DEF,left,19850809,76,73,182,380,6380,Brazil
101742,C. Ansaldi,DEF,left,19860920,32,76,181,380,12274,Argentina
3443,Koke,MID,right,19920108,724,73,177,724,1598,Spain
3445,E. Salvio,MID,right,19900713,32,77,173,32,12274,Argentina
3450,R. Falcao,FWD,right,19860210,170,72,177,170,12430,Colombia
3463,F. Fazio,DEF,right,19870317,32,85,195,380,12274,Argentina
3476,I. Rakitić,MID,right,19880310,756,78,184,191,9598,Croatia
101796,M. Ureña,FWD,right,19900305,188,70,179,188,16871,Costa Rica
3509,M. Shojaei,MID,right,19840609,364,73,184,364,10840,Iran
101825,I. Smolnikov,DEF,right,19880808,643,70,178,643,14358,Russia
265673,Bernardo Silva,MID,left,19940810,620,64,173,250,9905,Portugal
3531,C. Zapata,DEF,right,19860930,170,82,187,170,12430,Colombia
101847,M. Carcela-González,MID,left,19890701,56,67,176,504,16216,Morocco
3551,W. Caballero,GKP,right,19810928,32,80,186,724,12274,Argentina
3563,Isco,MID,right,19920421,724,79,176,724,1598,Spain
3682,A. Griezmann,FWD,left,19910321,250,71,175,250,4418,France
3685,C. Vela,FWD,left,19890301,484,77,177,724,15473,Mexico
134769,Y. Carrasco,FWD,right,19930904,56,71,180,724,5629,Belgium
3714,C. Stuani,FWD,right,19861012,858,72,184,380,15670,Uruguay
265865,S. Milinković-Savić,MID,right,19950227,724,80,192,688,17322,Serbia
3795,H. Moreno,DEF,left,19880117,484,80,183,484,15473,Mexico
3802,Philippe Coutinho,FWD,right,19920612,76,68,171,76,6380,Brazil
3840,Iago Aspas,FWD,left,19870801,724,67,176,724,1598,Spain
102157,Y. Gazinskiy,MID,right,19890720,643,75,184,643,14358,Russia
69396,D. Vida,DEF,right,19890429,191,73,184,191,9598,Croatia
69400,M. Badelj,MID,right,19890225,191,76,186,191,9598,Croatia
69404,M. Kovačić,MID,right,19940506,40,77,178,191,9598,Croatia
69409,Š. Vrsaljko,DEF,right,19920110,191,76,181,191,9598,Croatia
69411,A. Kramarić,FWD,right,19910619,191,73,177,191,9598,Croatia
3915,K. Navas,GKP,right,19861215,188,78,185,724,16871,Costa Rica
397178,M. Rashford,FWD,right,19971031,0,72,187,0,2413,England
135103,A. Christensen,DEF,right,19960410,208,78,188,208,7712,Denmark
135150,A. Cornelius,FWD,left,19930316,208,79,193,208,7712,Denmark
69616,A. Rebić,FWD,right,19930921,191,78,185,191,9598,Croatia
135207,H. Magnússon,DEF,left,19930211,352,77,190,352,7839,Iceland
364772,C. Awaziem,DEF,right,19970101,566,78,189,566,16823,Nigeria
4338,Diego Costa,FWD,right,19881007,76,85,188,724,1598,Spain
4488,Saúl,MID,left,19941121,724,76,184,724,1598,Spain
4498,Lucas Vázquez,FWD,right,19910701,724,70,173,724,1598,Spain
4501,Daniel Carvajal,DEF,right,19920111,724,73,173,724,1598,Spain
4513,D. Cheryshev,MID,left,19901226,643,74,179,724,14358,Russia
70083,Danilo,DEF,right,19910715,76,78,184,76,6380,Brazil
70086,N. Otamendi,DEF,right,19880212,32,81,183,32,12274,Argentina
70093,João Moutinho,MID,right,19860908,620,61,170,620,9905,Portugal
70095,C. Rodríguez,MID,left,19850930,858,84,177,380,15670,Uruguay
70096,J. Rodríguez,MID,left,19910712,170,75,180,170,12430,Colombia
70122,N. Matić,MID,left,19880801,688,84,194,703,17322,Serbia
70123,A. Witsel,MID,right,19890112,56,81,188,474,5629,Belgium
70134,Rui Patrício,GKP,left,19880215,620,84,190,620,9905,Portugal
70136,S. Arias,DEF,right,19920113,170,72,175,170,12430,Colombia
70156,A. Carrillo,MID,right,19910614,604,78,181,604,15594,Peru
70168,E. Echiejile,DEF,left,19880120,566,76,185,566,16823,Nigeria
135747,D. Subašić,GKP,right,19841027,191,84,191,191,9598,Croatia
299618,N. Nández,MID,right,19951228,858,69,171,380,15670,Uruguay
135810,M. Pjaca,FWD,right,19950506,191,81,186,191,9598,Croatia
4814,A. Aguilar,MID,right,19850106,170,82,186,170,12430,Colombia
70381,Ricardo Pereira,DEF,right,19931006,620,70,175,132,9905,Portugal
70389,Cédric Soares,DEF,right,19910831,276,67,172,620,9905,Portugal
70403,Adrien Silva,MID,right,19890315,250,69,175,620,9905,Portugal
332605,Ramadan Sobhi,MID,right,19970123,818,72,183,818,16129,Egypt
37725,C. Kouyaté,MID,right,19891221,686,78,193,56,19314,Senegal
37732,L. Biglia,MID,right,19860130,32,74,178,380,12274,Argentina
37762,William Carvalho,MID,right,19920407,24,83,187,620,9905,Portugal
37824,T. Meunier,DEF,right,19910912,56,82,190,56,5629,Belgium
37831,C. Bacca,FWD,right,19860908,170,77,181,170,12430,Colombia
37896,E. Kawashima,GKP,right,19830320,392,74,185,392,12913,Japan
37948,A. Finnbogason,FWD,right,19890201,352,80,184,352,7839,Iceland
38021,K. De Bruyne,MID,right,19910628,56,68,181,56,5629,Belgium
5295,O. Ighalo,FWD,right,19890616,566,82,181,380,16823,Nigeria
38084,B. Bjarnason,MID,right,19880527,352,75,178,352,7839,Iceland
38093,M. Batshuayi,FWD,right,19931002,56,78,185,180,5629,Belgium
103668,I. Kutepov,DEF,right,19930729,643,85,192,643,14358,Russia
103682,R. Zobnin,MID,right,19940211,643,72,182,643,14358,Russia
70965,João Mário,MID,right,19930119,620,67,173,24,9905,Portugal
366217,K. Danso,DEF,right,19980919,40,89,190,288,9109,Austria
333571,L. Torreira,MID,right,19960211,858,64,168,724,15670,Uruguay
71654,Ederson,GKP,left,19930817,76,89,187,620,6380,Brazil
71703,V. Lindelöf,DEF,right,19940717,752,81,187,752,7047,Sweden
235555,R. Loftus-Cheek,MID,right,19960123,0,83,191,388,2413,England
72397,Simy,FWD,right,19920507,566,84,198,566,16823,Nigeria
101707,F. Smolov,FWD,right,19900209,643,80,187,643,14358,Russia
246928,W. Barrios,MID,right,19931016,170,74,178,170,12430,Colombia
105333,Willian,MID,right,19880809,76,75,175,76,6380,Brazil
105334,Douglas Costa,MID,left,19900914,76,65,170,620,6380,Brazil
105339,Fernandinho,MID,right,19850504,76,67,179,76,6380,Brazil
105361,I. Strinić,DEF,left,19870717,191,78,186,191,9598,Croatia
138174,K. Linetty,MID,right,19950202,616,73,176,616,13869,Poland
236528,N. Elvedi,DEF,right,19960930,756,78,189,756,6697,Switzerland
86340,C. Sánchez,MID,right,19841202,858,66,170,32,15670,Uruguay
50411,A. Prijović,FWD,right,19900421,756,88,191,688,17322,Serbia
237034,Gonçalo Guedes,FWD,right,19961129,620,70,179,620,9905,Portugal
40536,Cássio,GKP,right,19870606,76,92,195,76,6380,Brazil
40539,Marquinhos,DEF,right,19940514,76,75,183,620,6380,Brazil
40550,Paulinho,MID,right,19880725,76,71,182,76,6380,Brazil
7847,Ł. Fabiański,GKP,right,19850418,616,83,190,616,13869,Poland
7849,W. Szczęsny,GKP,right,19900418,616,84,196,616,13869,Poland
7850,J. Djourou,DEF,right,19870118,384,87,191,756,6697,Switzerland
7860,T. Vermaelen,DEF,left,19851114,56,80,183,56,5629,Belgium
7887,G. Cahill,DEF,right,19851219,0,86,193,0,2413,England
237268,M. Grujić,MID,right,19960413,688,82,191,688,17322,Serbia
7898,J. Obi Mikel,MID,right,19870422,566,83,188,566,16823,Nigeria
7905,R. Lukaku,FWD,left,19930513,56,94,190,180,5629,Belgium
7910,David de Gea,GKP,right,19901107,724,82,193,724,1598,Spain
7918,P. Jones,DEF,right,19920221,0,71,185,0,2413,England
7934,J. Lingard,MID,right,19921215,0,65,174,0,2413,England
7936,P. Pogba,MID,right,19930315,250,84,191,324,4418,France
7939,A. Young,DEF,right,19850709,0,65,175,388,2413,England
7941,J. Hernández,FWD,right,19880601,484,73,175,484,15473,Mexico
7945,D. Welbeck,FWD,right,19901126,0,73,185,288,2413,England
7949,Pepe Reina,GKP,right,19820831,724,92,188,724,1598,Spain
7954,S. Coates,DEF,right,19901007,858,92,196,724,15670,Uruguay
7964,J. Henderson,MID,right,19900617,0,67,182,0,2413,England
7972,L. Suárez,FWD,right,19870124,858,86,182,858,15670,Uruguay
40756,Casemiro,MID,right,19920223,76,84,185,76,6380,Brazil
8034,D. Boyata,DEF,right,19901128,56,84,188,180,5629,Belgium
40810,Neymar,FWD,right,19920205,76,68,175,76,6380,Brazil
8094,J. Butland,GKP,right,19930310,0,95,196,0,2413,England
8126,José Fonte,DEF,right,19831222,620,75,191,620,9905,Portugal
8192,M. Olsson,DEF,left,19880517,752,81,178,752,7047,Sweden
8200,S. N'Zonzi,MID,right,19881215,250,75,196,180,4418,France
55983,R. Sigurðsson,DEF,right,19860619,352,77,187,352,7839,Iceland
8249,M. Fellaini,MID,right,19871122,56,85,194,504,5629,Belgium
8277,K. Walker,DEF,right,19900528,0,83,183,0,2413,England
8287,L. Modrić,MID,right,19850909,191,66,172,191,9598,Croatia
8292,D. Rose,DEF,left,19900702,0,76,174,388,2413,England
8297,G. dos Santos,FWD,left,19890511,484,74,175,724,15473,Mexico
8306,A. Kolarov,DEF,left,19851110,688,83,187,688,17322,Serbia
8307,V. Kompany,DEF,right,19860410,56,85,193,180,5629,Belgium
8317,David Silva,MID,left,19860108,724,67,173,724,1598,Spain
8325,S. Agüero,FWD,right,19880602,32,70,173,724,12274,Argentina
285396,C. Pavón,FWD,right,19960121,32,65,167,32,12274,Argentina
8464,F. Delph,MID,left,19891121,0,60,174,328,2413,England
139548,O. Onazi,MID,right,19921225,566,73,173,566,16823,Nigeria
8480,K. Schmeichel,GKP,right,19861105,208,76,185,208,7712,Denmark
8514,S. Mignolet,GKP,right,19880306,56,87,193,56,5629,Belgium
8525,Ahmed El Mohamady,MID,right,19870909,818,78,183,818,16129,Egypt
8529,S. Larsson,MID,right,19850606,752,70,178,752,7047,Sweden
8625,V. Moses,MID,right,19901212,566,75,177,0,16823,Nigeria
8653,H. Maguire,DEF,right,19930305,0,79,188,0,2413,England
8717,H. Kane,FWD,right,19930728,0,86,188,372,2413,England
8945,K. Trippier,DEF,right,19900919,0,72,178,0,2413,England
33032,K. Grosicki,MID,right,19880608,616,78,180,616,13869,Poland
140046,M. Dmitrović,GKP,left,19920124,688,94,194,688,17322,Serbia
140085,A. Živković,MID,left,19960711,688,70,169,688,17322,Serbia
285508,K. Iheanacho,FWD,left,19960310,566,77,187,566,16823,Nigeria
12,K. Omeruo,DEF,right,19931017,566,74,185,566,16823,Nigeria
173214,T. Werner,FWD,right,19960306,276,75,180,276,3148,Germany
9380,J. Stones,DEF,right,19940528,0,75,188,0,2413,England
116269,D. Laxalt,MID,left,19930207,858,66,178,380,15670,Uruguay
50806,P. Jansson,DEF,right,19910213,752,89,196,752,7047,Sweden
10014,S. Ben Youssef,DEF,right,19890331,250,82,186,788,16276,Tunisia
10131,J. Pickford,GKP,left,19940307,0,77,185,0,2413,England
403546,Lee Seung-Woo,FWD,right,19980106,410,63,173,410,14855,Korea Republic
207164,B. N'Diaye,MID,right,19901027,686,76,180,686,19314,Senegal
240032,J. Bednarek,DEF,right,19960412,616,77,189,616,13869,Poland
240042,D. Kownacki,FWD,right,19970314,616,75,187,616,13869,Poland
139080,W. Cartagena,MID,right,19940923,604,72,179,604,15594,Peru
11066,R. Sterling,FWD,right,19941208,388,69,170,0,2413,England
11093,W. Troost-Ekong,DEF,right,19930901,528,82,191,566,16823,Nigeria
11095,M. Veljkovic,DEF,right,19950926,756,77,184,688,17322,Serbia
11152,M. Dembélé,MID,left,19870716,56,88,185,466,5629,Belgium
11155,B. Ruiz,MID,left,19850818,188,82,188,188,16871,Costa Rica
101857,Y. Zhirkov,MID,left,19830820,643,75,180,643,14358,Russia
127530,D. Tošić,DEF,left,19850119,688,85,185,688,17322,Serbia
127537,L. Milivojević,MID,right,19910407,688,80,186,688,17322,Serbia
77558,G. Sigurðsson,MID,right,19890908,352,77,186,352,7839,Iceland
208652,V. Lazaro,MID,right,19960324,40,75,178,40,9109,Austria
12242,N. Pope,GKP,right,19920419,0,76,192,0,2413,England
241647,S. Ezatolahi,MID,right,19961001,364,78,190,364,10840,Iran
372915,A. Harit,MID,right,19970618,250,67,179,504,16216,Morocco
209091,C. Tolisso,MID,right,19940803,250,78,181,764,4418,France
241945,P. Sisto,MID,right,19950204,728,64,171,208,7712,Denmark
340386,Gabriel Jesus,FWD,right,19970403,76,67,175,76,6380,Brazil
209354,F. Ben Youssef,FWD,right,19910623,788,82,192,788,16276,Tunisia
12829,J. Vardy,FWD,right,19870111,0,76,178,0,2413,England
340646,B. Pavard,DEF,right,19960328,250,76,186,250,4418,France
95010,H. Yamaguchi,MID,right,19900610,392,72,173,392,12913,Japan
275243,S. Khaoui,MID,left,19950427,250,68,182,788,16276,Tunisia
209792,B. Idowu,DEF,right,19920518,643,77,178,566,16823,Nigeria
210044,E. Dier,MID,right,19940115,0,90,188,620,2413,England
79006,S. Azmoun,FWD,right,19950101,364,79,186,364,10840,Iran
13484,D. Alli,MID,right,19960411,0,80,188,566,2413,England
79149,K. Ansarifard,FWD,right,19900403,364,75,186,364,10840,Iran
79248,E. Hajsafi,DEF,left,19900225,364,74,176,364,10840,Iran
79381,A. Jahanbakhsh,FWD,right,19930811,364,78,180,364,10840,Iran
112253,M. Fabián,MID,right,19890721,484,65,170,484,15473,Mexico
112366,M. Layún,DEF,right,19880625,484,68,179,724,15473,Mexico
112392,R. Jiménez,FWD,right,19910505,484,81,187,484,15473,Mexico
112459,H. Herrera,MID,right,19900419,484,74,180,484,15473,Mexico
243588,Bruno Fernandes,MID,right,19940908,620,69,179,620,9905,Portugal
112522,J. Corona,FWD,right,19930106,484,62,173,484,15473,Mexico
112556,J. Aquino,MID,right,19900211,484,59,168,484,15473,Mexico
101953,A. Erokhin,MID,right,19891013,643,79,195,643,14358,Russia
7891,B. Ivanović,DEF,right,19840222,688,91,185,688,17322,Serbia
388928,Amr Warda,MID,right,19930917,818,70,176,818,16129,Egypt
14712,M. Neuer,GKP,right,19860327,276,92,193,276,3148,Germany
14716,J. Boateng,DEF,right,19880903,276,90,192,276,3148,Germany
14723,T. Kroos,MID,right,19900104,276,76,183,276,3148,Germany
14730,T. Usami,FWD,right,19920506,392,77,180,392,12913,Japan
14731,M. Gómez,FWD,right,19850710,276,88,189,724,3148,Germany
14732,T. Müller,FWD,right,19890913,276,75,186,276,3148,Germany
14748,A. Rüdiger,DEF,right,19930303,276,85,191,694,3148,Germany
14749,G. Sakai,DEF,right,19910314,840,74,176,392,12913,Japan
14763,S. Okazaki,FWD,right,19860416,392,70,174,392,12913,Japan
14771,V. Ćorluka,DEF,right,19860205,70,84,192,191,9598,Croatia
14785,Renato Augusto,MID,right,19880208,76,86,186,76,6380,Brazil
14795,M. Hummels,DEF,right,19881216,276,92,191,276,3148,Germany
14798,Ł. Piszczek,DEF,right,19850603,616,79,184,616,13869,Poland
14804,J. Błaszczykowski,MID,right,19851214,616,77,176,616,13869,Poland
14808,İ. Gündoğan,MID,right,19901024,276,80,180,276,3148,Germany
14812,I. Perišić,MID,right,19890202,191,80,186,191,9598,Croatia
14816,S. Kagawa,MID,right,19890317,392,68,175,392,12913,Japan
14817,R. Lewandowski,FWD,right,19880821,616,79,185,616,13869,Poland
14836,T. Inui,MID,right,19880602,392,63,169,392,12913,Japan
14862,J. Draxler,MID,right,19930920,276,72,187,276,3148,Germany
40707,Fágner,DEF,right,19890611,76,67,168,76,6380,Brazil
14872,J. Farfán,FWD,right,19841026,604,84,178,604,15594,Peru
14911,Son Heung-Min,FWD,right,19920708,410,77,183,410,14855,Korea Republic
14922,R. Rodríguez,DEF,left,19920825,756,77,180,152,6697,Switzerland
14929,M. Hasebe,MID,right,19840118,392,72,180,392,12913,Japan
14943,M. Mandžukić,FWD,right,19860114,191,84,187,191,9598,Croatia
14991,M. Ginter,DEF,right,19940119,276,89,191,276,3148,Germany
15008,M. ter Stegen,GKP,right,19920430,276,85,187,276,3148,Germany
15024,M. Reus,FWD,right,19890531,276,71,180,276,3148,Germany
15054,M. Diouf,FWD,right,19871216,686,79,185,686,19314,Senegal
15062,K. Trapp,GKP,right,19900708,276,88,189,276,3148,Germany
139075,R. Tapia,MID,right,19950728,604,78,182,604,15594,Peru
15080,N. Jørgensen,FWD,right,19910115,208,84,190,208,7712,Denmark
15125,M. Plattenhardt,DEF,left,19920126,276,76,181,276,3148,Germany
15188,J. Baumgartlinger,MID,right,19880102,40,82,183,40,9109,Austria
15199,M. Gavranović,FWD,right,19891124,756,73,175,191,6697,Switzerland
15214,A. Rukavina,DEF,right,19840126,688,71,176,688,17322,Serbia
15272,Geromel,DEF,right,19850921,76,84,190,380,6380,Brazil
15282,S. Peszko,MID,right,19850219,616,69,173,616,13869,Poland
146459,M. Meza,MID,right,19921215,32,77,180,32,12274,Argentina
146583,J. Brandt,MID,right,19960502,276,82,183,276,3148,Germany
408827,B. Srarfi,MID,left,19970625,788,71,176,788,16276,Tunisia
57226,H. Halldórsson,GKP,right,19870427,352,89,194,352,7839,Iceland
113995,M. Silva,GKP,right,19830325,858,80,187,858,15670,Uruguay
216568,A. Gudmundsson,FWD,right,19970615,352,66,177,352,7839,Iceland
15781,Ja-Cheol Koo,MID,right,19890227,410,79,183,410,14855,Korea Republic
15795,K. Casteels,GKP,left,19920625,56,86,197,56,5629,Belgium
15806,J. Vestergaard,DEF,right,19920803,208,98,199,208,7712,Denmark
15808,Roberto Firmino,FWD,right,19911002,76,76,181,76,6380,Brazil
15811,S. Rudy,MID,right,19900228,276,74,180,276,3148,Germany
212604,T. Jedvaj,DEF,right,19951128,191,81,184,191,9598,Croatia
278289,Odriozola,DEF,right,19951214,724,66,175,724,1598,Spain
114617,C. Ramos,DEF,right,19881104,604,74,185,604,15594,Peru
114624,P. Hurtado,MID,right,19900727,604,72,176,604,15594,Peru
101583,S. Ignashevich,DEF,right,19790714,643,84,187,643,14358,Russia
281254,K. Dolberg,FWD,right,19971006,208,82,187,208,7712,Denmark
114709,L. Advíncula,DEF,right,19900302,604,80,178,604,15594,Peru
114813,C. Cueva,MID,right,19911123,604,61,169,604,15594,Peru
295156,H. Lozano,FWD,right,19950730,484,70,177,484,15473,Mexico
213364,G. De Arrascaeta,MID,right,19940601,858,70,172,380,15670,Uruguay
49855,Y. Sommer,GKP,right,19881217,756,79,183,756,6697,Switzerland
49862,Joo-Ho Park,DEF,left,19870116,410,73,176,410,14855,Korea Republic
49872,X. Shaqiri,MID,left,19911010,0,72,169,756,6697,Switzerland
49876,G. Xhaka,MID,left,19920927,756,82,185,8,6697,Switzerland
49883,Y. Mvogo,GKP,right,19940606,120,88,190,756,6697,Switzerland
49919,F. Moubandje,DEF,left,19900621,120,74,180,756,6697,Switzerland
49968,R. Bürki,GKP,right,19901114,756,85,187,756,6697,Switzerland
49977,M. Lang,DEF,right,19910208,756,79,185,756,6697,Switzerland
49991,R. Freuler,MID,right,19920415,756,77,181,756,6697,Switzerland
50023,J. Drmic,FWD,right,19920808,756,81,183,191,6697,Switzerland
50102,F. Schär,DEF,right,19911220,756,84,188,756,6697,Switzerland
41123,Mário Fernandes,DEF,right,19900919,76,80,187,643,14358,Russia
101590,A. Dzagoev,MID,right,19900617,643,75,179,643,14358,Russia
279545,L. Hernández,DEF,left,19960214,250,76,184,724,4418,France
246946,E. Skhiri,MID,right,19950510,250,69,185,788,16276,Tunisia
214220,Alisson,GKP,left,19921002,76,91,191,276,6380,Brazil
116166,G. Varela,DEF,right,19930324,858,70,174,724,15670,Uruguay
116259,G. Silva,DEF,left,19940305,858,75,185,380,15670,Uruguay
149050,M. Hassen,GKP,right,19950305,250,80,186,788,16276,Tunisia
149074,N. Dirar,MID,right,19860225,504,79,187,56,16216,Morocco
50771,K. Johnsson,GKP,right,19900128,752,84,187,752,7047,Sweden
50798,R. Olsen,GKP,right,19900108,752,89,196,208,7047,Sweden
50805,F. Helander,DEF,left,19930422,752,84,192,752,7047,Sweden
50812,J. Durmaz,MID,left,19890322,752,69,180,792,7047,Sweden
116349,M. Vecino,MID,right,19910824,858,82,187,380,15670,Uruguay
149151,K. Nordfeldt,GKP,right,19890623,752,85,190,752,7047,Sweden
51004,C. Borges,MID,right,19880827,188,76,182,76,16871,Costa Rica
51064,E. Krafth,DEF,right,19940802,752,79,181,752,7047,Sweden
116623,M. Campaña,GKP,right,19890529,858,75,185,380,15670,Uruguay
83876,Beto,GKP,right,19820501,620,74,180,620,9905,Portugal
51132,E. Forsberg,MID,right,19911023,752,78,179,752,7047,Sweden
51144,V. Claesson,MID,right,19920102,752,79,183,752,7047,Sweden
51145,O. Hiljemark,MID,right,19920628,752,73,184,752,7047,Sweden
51151,M. Rohdén,MID,right,19910511,752,76,182,752,7047,Sweden
346101,T. Alexander-Arnold,DEF,right,19981007,0,69,175,0,2413,England
51217,L. Augustinsson,DEF,left,19940421,752,75,181,752,7047,Sweden
51262,I. Kiese Thelin,FWD,right,19920624,752,83,189,180,7047,Sweden
18669,J. Hector,DEF,left,19900527,276,75,185,276,3148,Germany
215281,A. Mbengue,DEF,left,19931201,686,68,178,686,19314,Senegal
116997,G. Torres,FWD,right,19881031,591,78,179,591,17929,Panama
3305,Pepe,DEF,right,19830226,76,81,188,620,9905,Portugal
3314,Á. di María,MID,left,19880214,32,75,180,380,12274,Argentina
134387,L. Goretzka,MID,right,19950206,276,79,189,276,3148,Germany
101620,M. da Costa,DEF,right,19860506,250,82,191,504,16216,Morocco
3341,Piqué,DEF,right,19870202,724,85,194,724,1598,Spain
101647,F. Kudryashov,DEF,left,19870405,643,81,181,643,14358,Russia
3355,J. Mascherano,DEF,right,19840608,32,73,174,380,12274,Argentina
101682,V. Granat,DEF,left,19870522,643,80,184,643,14358,Russia
20394,Thiago Silva,DEF,right,19840922,76,79,183,76,6380,Brazil
20433,S. Kjær,DEF,right,19890326,208,82,189,208,7712,Denmark
20460,M. Cáceres,DEF,right,19870407,858,78,180,858,15670,Uruguay
20465,S. Lichtsteiner,DEF,right,19840116,756,75,182,756,6697,Switzerland
20517,Y. Nagatomo,DEF,right,19860912,392,68,170,392,12913,Japan
20525,J. Obi,MID,left,19910522,566,71,176,566,16823,Nigeria
3429,T. Courtois,GKP,left,19920511,56,94,199,56,5629,Belgium
20579,M. Benatia,DEF,right,19870417,250,92,190,504,16216,Morocco
3431,João Miranda,DEF,right,19840907,76,76,186,76,6380,Brazil
20591,G. Fernandes,MID,right,19860902,132,70,179,756,6697,Switzerland
86220,G. Mercado,DEF,right,19870318,32,83,180,724,12274,Argentina
86234,E. Pérez,MID,right,19860222,32,71,177,380,12274,Argentina
20751,J. Cuadrado,MID,right,19880526,170,71,179,170,12430,Colombia
20764,L. Muriel,FWD,right,19910416,170,79,178,170,12430,Colombia
20766,H. Seferović,FWD,left,19920222,756,85,185,70,6697,Switzerland
20876,A. Ekdal,MID,right,19890728,752,75,186,752,7047,Sweden
20938,V. Behrami,MID,right,19850419,0,78,185,756,6697,Switzerland
20941,A. Ljajić,FWD,right,19910929,688,74,182,688,17322,Serbia
21097,K. Glik,DEF,right,19880203,616,80,190,276,13869,Poland
